GraveID	GraveName	PhaseID	GraveDepth	HumanMNI	CitationID	ItemID	notes	time_added	user_added	time_last_update	user_last_update
G12910	314/486	PFHUN2	\N	1	whitt2013a	\N	\N	2023-12-15 13:30:09	robert@localhost	2023-12-15 13:30:09	robert@localhost
G12911	344/523	PFHUN2	\N	1	whitt2013a	\N	\N	2023-12-15 11:27:13	robert@localhost	2023-12-15 11:27:13	robert@localhost
G09149	Bestattung Nr. 78	BESTA1	\N	1	logvi2013a	\N	\N	2023-01-20 14:11:06	robert@localhost	2023-01-20 14:11:06	robert@localhost
G09150	Bestattung Nr. 114	BESTA1	\N	1	logvi2013a	\N	\N	2023-01-20 14:11:06	robert@localhost	2023-01-20 14:11:06	robert@localhost
G09151	Bestattung Nr. 144	BESTA1	\N	1	logvi2013a	\N	\N	2023-01-20 14:11:06	robert@localhost	2023-01-20 14:11:06	robert@localhost
G09148	KS1, Grave 117	BESTA2	90	1	allen2022a	\N	\N	2023-01-20 14:11:06	robert@localhost	2023-01-20 14:11:06	robert@localhost
G09152	Bestattung Nr. 104	BESTA2	\N	1	logvi2013a	\N	\N	2023-01-20 14:11:06	robert@localhost	2023-01-20 14:11:06	robert@localhost
G09153	Bestattung Nr. 111	BESTA2	\N	1	logvi2013a	\N	\N	2023-01-20 14:11:06	robert@localhost	2023-01-20 14:11:06	robert@localhost
G09154	Bestattung Nr. 131	BESTA3	\N	1	logvi2013a	\N	\N	2023-01-20 14:11:06	robert@localhost	2023-01-20 14:11:06	robert@localhost
G09155	Bestattung Nr. 140	BESTA3	\N	1	logvi2013a	\N	\N	2023-01-20 14:11:06	robert@localhost	2023-01-20 14:11:06	robert@localhost
G09156	Bestattung Nr. 103	BESTA5	\N	1	logvi2013a	\N	\N	2023-01-20 14:11:06	robert@localhost	2023-01-20 14:11:06	robert@localhost
G09147	Grave A2408, MHM 6902	ÄNGDA1	\N	1	allen2022a	\N	\N	2023-01-20 14:11:06	robert@localhost	2023-01-20 14:11:06	robert@localhost
G12430	\N	HLT64LIA	\N	1	wilhe2015a	\N	\N	2023-10-17 12:42:22	sam@localhost	2023-10-17 12:42:22	sam@localhost
G15390	LYII.A.10.15064	LASYUE	\N	1	díaz2022a	\N	\N	2024-12-10 11:49:20	sam@localhost	2024-12-10 11:49:20	sam@localhost
G15391	LYII.A.10.15065	LASYUE	\N	1	díaz2022a	\N	\N	2024-12-10 11:49:20	sam@localhost	2024-12-10 11:49:20	sam@localhost
G15392	LYII.A.10.15067	LASYUE	\N	1	díaz2022a	\N	\N	2024-12-10 11:49:20	sam@localhost	2024-12-10 11:49:20	sam@localhost
G15393	LYII.A.10.15071	LASYUE	\N	1	díaz2022a	\N	\N	2024-12-10 11:49:20	sam@localhost	2024-12-10 11:49:20	sam@localhost
G15394	LYII.A.10.15077	LASYUE	\N	1	díaz2022a	\N	\N	2024-12-10 11:49:20	sam@localhost	2024-12-10 11:49:20	sam@localhost
G15395	LYII.A.10.15080	LASYUE	\N	1	díaz2022a	\N	\N	2024-12-10 11:49:20	sam@localhost	2024-12-10 11:49:20	sam@localhost
G15396	LYII.A.10.15085	LASYUE	\N	1	díaz2022a	\N	\N	2024-12-10 11:49:20	sam@localhost	2024-12-10 11:49:20	sam@localhost
G15397	LYII.A.10.15086	LASYUE	\N	1	díaz2022a	\N	\N	2024-12-10 11:49:20	sam@localhost	2024-12-10 11:49:20	sam@localhost
G15398	LYII.A.10.15089	LASYUE	\N	1	díaz2022a	\N	\N	2024-12-10 11:49:20	sam@localhost	2024-12-10 11:49:20	sam@localhost
G15399	LYII.A.10.15098	LASYUE	\N	1	díaz2022a	\N	\N	2024-12-10 11:49:20	sam@localhost	2024-12-10 11:49:20	sam@localhost
G15400	LYII.A.10.15120	LASYUE	\N	1	díaz2022a	\N	\N	2024-12-10 11:49:20	sam@localhost	2024-12-10 11:49:20	sam@localhost
