MetricID	BoneID	Measurement	PhaseID	TaxonCode	SkeletalElement	Sex	Castrate	Value	time_added	user_added	time_last_update	user_last_update
M061884	B13751	GL	HENE1	ovisari	horncore	1	0	64	\N	\N	2022-07-08 09:35:49	jelena@localhost
M061885	B13751	SD	HENE1	ovisari	horncore	1	0	19.3	\N	\N	2022-07-08 09:35:49	jelena@localhost
M061886	B13751	UB	HENE1	ovisari	horncore	1	0	78	\N	\N	2022-07-08 09:35:49	jelena@localhost
M061891	B13752	GD	HENE1	ovisari	horncore	1	0	29.3	\N	\N	2022-07-08 09:35:49	jelena@localhost
M061892	B13752	SD	HENE1	ovisari	horncore	1	0	18.1	\N	\N	2022-07-08 09:35:49	jelena@localhost
M061893	B13752	UB	HENE1	ovisari	horncore	1	0	78	\N	\N	2022-07-08 09:35:49	jelena@localhost
M061899	B13753	GD	HENE1	ovisari	horncore	1	0	30.1	\N	\N	2022-07-08 09:35:49	jelena@localhost
M061900	B13753	SD	HENE1	ovisari	horncore	1	0	18.1	\N	\N	2022-07-08 09:35:49	jelena@localhost
M061901	B13753	UB	HENE1	ovisari	horncore	1	0	80	\N	\N	2022-07-08 09:35:49	jelena@localhost
M061907	B13754	GD	HENE1	ovisari	horncore	1	0	33.5	\N	\N	2022-07-08 09:35:49	jelena@localhost
M061908	B13754	SD	HENE1	ovisari	horncore	1	0	19.8	\N	\N	2022-07-08 09:35:49	jelena@localhost
M061909	B13754	UB	HENE1	ovisari	horncore	1	0	93	\N	\N	2022-07-08 09:35:49	jelena@localhost
M061915	B13755	GD	HENE1	ovisari	horncore	1	0	32.6	\N	\N	2022-07-08 09:35:49	jelena@localhost
M061916	B13755	SD	HENE1	ovisari	horncore	1	0	19	\N	\N	2022-07-08 09:35:49	jelena@localhost
M061917	B13755	UB	HENE1	ovisari	horncore	1	0	85	\N	\N	2022-07-08 09:35:49	jelena@localhost
M061923	B13756	GD	HENE1	ovisari	horncore	1	0	29.2	\N	\N	2022-07-08 09:35:49	jelena@localhost
M061924	B13756	GL	HENE1	ovisari	horncore	1	0	63	\N	\N	2022-07-08 09:35:49	jelena@localhost
M061925	B13756	SD	HENE1	ovisari	horncore	1	0	17.1	\N	\N	2022-07-08 09:35:49	jelena@localhost
M061926	B13756	UB	HENE1	ovisari	horncore	1	0	79	\N	\N	2022-07-08 09:35:49	jelena@localhost
M061931	B13757	GD	HENE1	ovisari	horncore	1	0	33.2	\N	\N	2022-07-08 09:35:49	jelena@localhost
M061932	B13757	GL	HENE1	ovisari	horncore	1	0	83	\N	\N	2022-07-08 09:35:49	jelena@localhost
M061933	B13757	SD	HENE1	ovisari	horncore	1	0	21.1	\N	\N	2022-07-08 09:35:49	jelena@localhost
M061934	B13757	UB	HENE1	ovisari	horncore	1	0	93	\N	\N	2022-07-08 09:35:49	jelena@localhost
M061939	B13758	SD	HENE1	ovisari	horncore	0	0	17.1	\N	\N	2022-07-08 09:35:49	jelena@localhost
M061946	B13759	GD	HENE1	ovisari	horncore	0	0	40.3	\N	\N	2022-07-08 09:35:49	jelena@localhost
M061947	B13759	SD	HENE1	ovisari	horncore	0	0	28.3	\N	\N	2022-07-08 09:35:49	jelena@localhost
M061948	B13759	UB	HENE1	ovisari	horncore	0	0	117	\N	\N	2022-07-08 09:35:49	jelena@localhost
M061954	B13760	GD	HENE1	ovisari	horncore	0	0	53	\N	\N	2022-07-08 09:35:49	jelena@localhost
M061955	B13760	SD	HENE1	ovisari	horncore	0	0	39.5	\N	\N	2022-07-08 09:35:49	jelena@localhost
M061956	B13760	UB	HENE1	ovisari	horncore	0	0	162	\N	\N	2022-07-08 09:35:49	jelena@localhost
M061962	B13761	GD	HENE1	ovisari	horncore	0	0	55.1	\N	\N	2022-07-08 09:35:49	jelena@localhost
M061963	B13761	SD	HENE1	ovisari	horncore	0	0	36.5	\N	\N	2022-07-08 09:35:49	jelena@localhost
M061964	B13761	UB	HENE1	ovisari	horncore	0	0	144	\N	\N	2022-07-08 09:35:49	jelena@localhost
M061970	B13762	GD	HENE1	ovisari	horncore	0	0	38.3	\N	\N	2022-07-08 09:35:49	jelena@localhost
M061971	B13762	SD	HENE1	ovisari	horncore	0	0	25.7	\N	\N	2022-07-08 09:35:49	jelena@localhost
M061972	B13762	UB	HENE1	ovisari	horncore	0	0	111	\N	\N	2022-07-08 09:35:49	jelena@localhost
M061978	B13763	GB	HENE1	ovisari	patella	0.5	\N	16.6	\N	\N	2022-06-29 12:36:27	Rscripts@localhost
M061980	B13764	LA	HENE1	ovisari	pelvis	1	0	24.3	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M061982	B13765	LA	HENE1	ovisari	pelvis	1	0	26.2	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M061984	B13766	LA	HENE1	ovisari	pelvis	0	0	25.9	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M061986	B13767	LA	HENE1	ovisari	pelvis	0	0	25.9	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M061988	B13768	LA	HENE1	ovisari	pelvis	0	0	26	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M061990	B13769	LA	HENE1	ovisari	pelvis	0.5	\N	25.2	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M061991	B13769	LAR	HENE1	ovisari	pelvis	0.5	\N	23.7	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M061992	B13770	LA	HENE1	ovisari	pelvis	0.5	\N	25	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M061994	B13771	Bp	HENE1	ovisari	phalanx 1	0.5	\N	12	\N	\N	2022-07-08 09:38:51	jelena@localhost
M061995	B13771	SD	HENE1	ovisari	phalanx 1	0.5	\N	8.4	\N	\N	2022-07-08 09:38:51	jelena@localhost
M062001	B13772	Bd	HENE1	ovisari	phalanx 1	0.5	\N	10.8	\N	\N	2022-07-08 09:38:51	jelena@localhost
M062002	B13772	Bp	HENE1	ovisari	phalanx 1	0.5	\N	11.8	\N	\N	2022-07-08 09:38:51	jelena@localhost
M062003	B13772	GL	HENE1	ovisari	phalanx 1	0.5	\N	33.4	\N	\N	2022-07-08 09:38:51	jelena@localhost
M062004	B13772	SD	HENE1	ovisari	phalanx 1	0.5	\N	8.7	\N	\N	2022-07-08 09:38:51	jelena@localhost
M062008	B13773	Bd	HENE1	ovisari	phalanx 1	0.5	\N	8.3	\N	\N	2022-07-08 09:38:51	jelena@localhost
M062010	B13773	Bp	HENE1	ovisari	phalanx 1	0.5	\N	11.3	\N	\N	2022-07-08 09:38:51	jelena@localhost
M062011	B13773	GL	HENE1	ovisari	phalanx 1	0.5	\N	31.3	\N	\N	2022-07-08 09:38:51	jelena@localhost
M062016	B13774	Bd	HENE1	ovisari	phalanx 1	0.5	\N	8.9	\N	\N	2022-07-08 09:38:51	jelena@localhost
M062018	B13774	Bp	HENE1	ovisari	phalanx 1	0.5	\N	11.3	\N	\N	2022-07-08 09:38:51	jelena@localhost
M062019	B13774	GL	HENE1	ovisari	phalanx 1	0.5	\N	30.8	\N	\N	2022-07-08 09:38:51	jelena@localhost
M062025	B13775	Bp	HENE1	ovisari	phalanx 1	0.5	\N	10.3	\N	\N	2022-07-08 09:38:51	jelena@localhost
M062026	B13775	GL	HENE1	ovisari	phalanx 1	0.5	\N	31.3	\N	\N	2022-07-08 09:38:51	jelena@localhost
M062032	B13776	Bd	HENE1	ovisari	phalanx 1	0.5	\N	9.3	\N	\N	2022-07-08 09:38:51	jelena@localhost
M062033	B13776	Bp	HENE1	ovisari	phalanx 1	0.5	\N	9.9	\N	\N	2022-07-08 09:38:51	jelena@localhost
M062034	B13776	GL	HENE1	ovisari	phalanx 1	0.5	\N	31.5	\N	\N	2022-07-08 09:38:51	jelena@localhost
M062035	B13776	SD	HENE1	ovisari	phalanx 1	0.5	\N	7	\N	\N	2022-07-08 09:38:51	jelena@localhost
M062039	B13777	Bd	HENE1	ovisari	phalanx 1	0.5	\N	9.7	\N	\N	2022-07-08 09:38:51	jelena@localhost
M062040	B13777	Bp	HENE1	ovisari	phalanx 1	0.5	\N	10.2	\N	\N	2022-07-08 09:38:51	jelena@localhost
M062041	B13777	GL	HENE1	ovisari	phalanx 1	0.5	\N	31	\N	\N	2022-07-08 09:38:51	jelena@localhost
M062042	B13777	SD	HENE1	ovisari	phalanx 1	0.5	\N	7.4	\N	\N	2022-07-08 09:38:51	jelena@localhost
M062046	B13778	Bp	HENE1	ovisari	phalanx 1	0.5	\N	11.6	\N	\N	2022-07-08 09:38:51	jelena@localhost
M062047	B13778	GL	HENE1	ovisari	phalanx 1	0.5	\N	33	\N	\N	2022-07-08 09:38:51	jelena@localhost
M062048	B13778	SD	HENE1	ovisari	phalanx 1	0.5	\N	7.8	\N	\N	2022-07-08 09:38:51	jelena@localhost
M062053	B13779	Bd	HENE1	ovisari	phalanx 1	0.5	\N	10.6	\N	\N	2022-07-08 09:38:51	jelena@localhost
M062054	B13779	Bp	HENE1	ovisari	phalanx 1	0.5	\N	10.7	\N	\N	2022-07-08 09:38:51	jelena@localhost
M062055	B13779	GL	HENE1	ovisari	phalanx 1	0.5	\N	32.2	\N	\N	2022-07-08 09:38:51	jelena@localhost
M062056	B13779	SD	HENE1	ovisari	phalanx 1	0.5	\N	8.7	\N	\N	2022-07-08 09:38:51	jelena@localhost
M062060	B13780	Bd	HENE1	ovisari	phalanx 2	0.5	\N	7.8	\N	\N	2024-09-27 14:59:04	robert@localhost
M062062	B13780	SD	HENE1	ovisari	phalanx 2	0.5	\N	6.9	\N	\N	2024-09-27 14:59:04	robert@localhost
M062067	B13781	Bp	HENE1	ovisari	radius	0.5	\N	27.7	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M062073	B13782	Bd	HENE1	ovisari	radius	0.5	\N	25.1	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M062074	B13782	BFd	HENE1	ovisari	radius	0.5	\N	22.2	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M062075	B13782	Bp	HENE1	ovisari	radius	0.5	\N	26.7	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M062076	B13782	GL	HENE1	ovisari	radius	0.5	\N	147.4	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M062077	B13782	SD	HENE1	ovisari	radius	0.5	\N	14.3	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M062079	B13783	Bd	HENE1	ovisari	radius	0.5	\N	26.2	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M062080	B13783	BFd	HENE1	ovisari	radius	0.5	\N	22.5	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M062081	B13783	BFp	HENE1	ovisari	radius	0.5	\N	26	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M062082	B13783	Bp	HENE1	ovisari	radius	0.5	\N	27.6	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M062083	B13783	GL	HENE1	ovisari	radius	0.5	\N	143.1	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M062084	B13783	SD	HENE1	ovisari	radius	0.5	\N	14.2	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M062085	B13784	BFp	HENE1	ovisari	radius	0.5	\N	25.7	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M062086	B13784	Bp	HENE1	ovisari	radius	0.5	\N	27	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M062091	B13785	Bp	HENE1	ovisari	radius	0.5	\N	27	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M062097	B13786	BFp	HENE1	ovisari	radius	0.5	\N	27.2	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M062098	B13786	Bp	HENE1	ovisari	radius	0.5	\N	28.7	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M062103	B13787	BFd	HENE1	ovisari	radius	0.5	\N	22.6	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M062109	B13788	BFp	HENE1	ovisari	radius	0.5	\N	25.4	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M062110	B13788	Bp	HENE1	ovisari	radius	0.5	\N	27.5	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M062115	B13789	BFp	HENE1	ovisari	radius	0.5	\N	25.1	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M062116	B13789	Bp	HENE1	ovisari	radius	0.5	\N	27.7	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M062121	B13790	SD	HENE1	ovisari	radius	0.5	\N	12.5	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M062127	B13791	Bd	HENE1	ovisari	radius	0.5	\N	25.5	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M062128	B13791	BFd	HENE1	ovisari	radius	0.5	\N	20.8	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M062133	B13792	BFd	HENE1	ovisari	radius	0.5	\N	21.8	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M062134	B13792	BFp	HENE1	ovisari	radius	0.5	\N	27.3	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M062135	B13792	Bp	HENE1	ovisari	radius	0.5	\N	29.4	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M062136	B13792	GL	HENE1	ovisari	radius	0.5	\N	154	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M062137	B13792	SD	HENE1	ovisari	radius	0.5	\N	15.8	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M062139	B13793	BFd	HENE1	ovisari	radius	0.5	\N	21	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M062140	B13793	GL	HENE1	ovisari	radius	0.5	\N	136.3	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M062141	B13793	SD	HENE1	ovisari	radius	0.5	\N	13.7	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M062145	B13794	Bd	HENE1	ovisari	radius	0.5	\N	25.9	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M062146	B13794	BFd	HENE1	ovisari	radius	0.5	\N	20.8	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M062151	B13795	BFp	HENE1	ovisari	radius	0.5	\N	27.2	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M062152	B13795	Bp	HENE1	ovisari	radius	0.5	\N	28.4	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M062157	B13796	BFp	HENE1	ovisari	radius	0.5	\N	25.4	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M062158	B13796	Bp	HENE1	ovisari	radius	0.5	\N	27.9	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M062159	B13796	SD	HENE1	ovisari	radius	0.5	\N	16.3	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M062163	B13797	BFd	HENE1	ovisari	radius	0.5	\N	19.5	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M062169	B13798	Bd	HENE1	ovisari	radius	0.5	\N	26.3	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M062170	B13798	BFd	HENE1	ovisari	radius	0.5	\N	22.1	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M062171	B13798	BFp	HENE1	ovisari	radius	0.5	\N	26.5	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M062172	B13798	Bp	HENE1	ovisari	radius	0.5	\N	27.9	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M062173	B13798	GL	HENE1	ovisari	radius	0.5	\N	141.2	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M062174	B13798	SD	HENE1	ovisari	radius	0.5	\N	14.2	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M062175	B13799	BFp	HENE1	ovisari	radius	0.5	\N	24.2	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M062176	B13799	Bp	HENE1	ovisari	radius	0.5	\N	26	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M062181	B13800	Bd	HENE1	ovisari	radius	0.5	\N	27	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M062182	B13800	BFd	HENE1	ovisari	radius	0.5	\N	22.5	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M062183	B13800	BFp	HENE1	ovisari	radius	0.5	\N	23.5	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M062184	B13800	Bp	HENE1	ovisari	radius	0.5	\N	29.1	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M062185	B13800	GL	HENE1	ovisari	radius	0.5	\N	149	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M062186	B13800	SD	HENE1	ovisari	radius	0.5	\N	14.5	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M062187	B13801	Bd	HENE1	ovisari	radius	0.5	\N	25.8	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M062188	B13801	BFd	HENE1	ovisari	radius	0.5	\N	22.4	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M062189	B13801	BFp	HENE1	ovisari	radius	0.5	\N	26.1	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M062190	B13801	Bp	HENE1	ovisari	radius	0.5	\N	27.1	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M062192	B13801	SD	HENE1	ovisari	radius	0.5	\N	14.5	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M062194	B13802	BG	HENE1	ovisari	scapula	0.5	\N	17.3	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M062195	B13802	GLP	HENE1	ovisari	scapula	0.5	\N	29.9	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M062196	B13802	SLC	HENE1	ovisari	scapula	0.5	\N	18.9	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M062197	B13802	LG	HENE1	ovisari	scapula	0.5	\N	23	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M062199	B13803	BG	HENE1	ovisari	scapula	0.5	\N	17.8	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M062200	B13803	GLP	HENE1	ovisari	scapula	0.5	\N	28	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M062201	B13803	SLC	HENE1	ovisari	scapula	0.5	\N	17	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M062202	B13803	LG	HENE1	ovisari	scapula	0.5	\N	23.7	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M062204	B13804	BG	HENE1	ovisari	scapula	0.5	\N	18.1	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M062205	B13804	GLP	HENE1	ovisari	scapula	0.5	\N	29.7	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M062206	B13804	SLC	HENE1	ovisari	scapula	0.5	\N	17.1	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M062207	B13804	LG	HENE1	ovisari	scapula	0.5	\N	22.1	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M062209	B13805	BG	HENE1	ovisari	scapula	0.5	\N	17.5	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M062210	B13805	GLP	HENE1	ovisari	scapula	0.5	\N	31.9	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M062211	B13805	SLC	HENE1	ovisari	scapula	0.5	\N	18.9	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M062212	B13805	LG	HENE1	ovisari	scapula	0.5	\N	23.7	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M062214	B13806	BG	HENE1	ovisari	scapula	0.5	\N	16.8	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M062215	B13806	SLC	HENE1	ovisari	scapula	0.5	\N	16.4	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M062219	B13807	BG	HENE1	ovisari	scapula	0.5	\N	17.3	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M062220	B13807	GLP	HENE1	ovisari	scapula	0.5	\N	30.7	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M062221	B13807	SLC	HENE1	ovisari	scapula	0.5	\N	18.3	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M062222	B13807	LG	HENE1	ovisari	scapula	0.5	\N	24.6	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M062224	B13808	BG	HENE1	ovisari	scapula	0.5	\N	17.7	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M062225	B13808	GLP	HENE1	ovisari	scapula	0.5	\N	29.7	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M062226	B13808	SLC	HENE1	ovisari	scapula	0.5	\N	18.4	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M062227	B13808	LG	HENE1	ovisari	scapula	0.5	\N	23.3	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M062229	B13809	BG	HENE1	ovisari	scapula	0.5	\N	19.6	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M062230	B13809	GLP	HENE1	ovisari	scapula	0.5	\N	30.8	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M062231	B13809	SLC	HENE1	ovisari	scapula	0.5	\N	18.9	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M062232	B13809	LG	HENE1	ovisari	scapula	0.5	\N	23.4	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M062234	B13810	BG	HENE1	ovisari	scapula	0.5	\N	18.5	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M062235	B13810	GLP	HENE1	ovisari	scapula	0.5	\N	29	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M062236	B13810	SLC	HENE1	ovisari	scapula	0.5	\N	18	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M062237	B13810	LG	HENE1	ovisari	scapula	0.5	\N	23	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M062239	B13811	BG	HENE1	ovisari	scapula	0.5	\N	18.1	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M062240	B13811	GLP	HENE1	ovisari	scapula	0.5	\N	27.6	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M062241	B13811	SLC	HENE1	ovisari	scapula	0.5	\N	15.9	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M062242	B13811	LG	HENE1	ovisari	scapula	0.5	\N	22.5	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M062244	B13812	BG	HENE1	ovisari	scapula	0.5	\N	18	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M062245	B13812	GLP	HENE1	ovisari	scapula	0.5	\N	28.9	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M062246	B13812	LG	HENE1	ovisari	scapula	0.5	\N	24.3	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M062248	B13813	BG	HENE1	ovisari	scapula	0.5	\N	18.3	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M062249	B13813	SLC	HENE1	ovisari	scapula	0.5	\N	18.4	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M062253	B13814	BG	HENE1	ovisari	scapula	0.5	\N	18.4	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M062254	B13814	GLP	HENE1	ovisari	scapula	0.5	\N	31	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M062255	B13814	SLC	HENE1	ovisari	scapula	0.5	\N	19.5	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M062256	B13814	LG	HENE1	ovisari	scapula	0.5	\N	24.8	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M062258	B13815	BG	HENE1	ovisari	scapula	0.5	\N	16.5	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M062259	B13815	GLP	HENE1	ovisari	scapula	0.5	\N	28.5	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M062260	B13815	SLC	HENE1	ovisari	scapula	0.5	\N	18.4	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M062261	B13815	LG	HENE1	ovisari	scapula	0.5	\N	22.5	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M062263	B13816	BG	HENE1	ovisari	scapula	0.5	\N	16.1	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M062264	B13816	GLP	HENE1	ovisari	scapula	0.5	\N	28.8	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M062265	B13816	SLC	HENE1	ovisari	scapula	0.5	\N	18.5	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M062266	B13816	LG	HENE1	ovisari	scapula	0.5	\N	22.6	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M062268	B13817	BG	HENE1	ovisari	scapula	0.5	\N	18.3	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M062269	B13817	GLP	HENE1	ovisari	scapula	0.5	\N	30.6	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M062270	B13817	SLC	HENE1	ovisari	scapula	0.5	\N	18.9	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M062271	B13817	LG	HENE1	ovisari	scapula	0.5	\N	24.5	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M062273	B13818	BG	HENE1	ovisari	scapula	0.5	\N	18.9	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M062274	B13818	GLP	HENE1	ovisari	scapula	0.5	\N	30.6	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M062275	B13818	SLC	HENE1	ovisari	scapula	0.5	\N	18.2	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M062276	B13818	LG	HENE1	ovisari	scapula	0.5	\N	23.4	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M062278	B13819	BG	HENE1	ovisari	scapula	0.5	\N	19.6	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M062279	B13819	SLC	HENE1	ovisari	scapula	0.5	\N	19.3	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M062280	B13819	LG	HENE1	ovisari	scapula	0.5	\N	26.1	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M062283	B13820	SLC	HENE1	ovisari	scapula	0.5	\N	19.4	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M062288	B13821	BG	HENE1	ovisari	scapula	0.5	\N	16.4	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M062289	B13821	GLP	HENE1	ovisari	scapula	0.5	\N	27.3	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M062290	B13821	SLC	HENE1	ovisari	scapula	0.5	\N	14.7	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M062291	B13821	LG	HENE1	ovisari	scapula	0.5	\N	22.3	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M062293	B13822	Bd	HENE1	ovisari	tibia	0.5	\N	24	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M062298	B13823	Bd	HENE1	ovisari	tibia	0.5	\N	23.7	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M062299	B13823	Bp	HENE1	ovisari	tibia	0.5	\N	36.2	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M062300	B13823	GL	HENE1	ovisari	tibia	0.5	\N	195.8	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M062301	B13823	SD	HENE1	ovisari	tibia	0.5	\N	13	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M062303	B13824	Bd	HENE1	ovisari	tibia	0.5	\N	21.9	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M062308	B13825	Bp	HENE1	ovisari	tibia	0.5	\N	38.1	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M062313	B13826	Bd	HENE1	ovisari	tibia	0.5	\N	23.3	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M062318	B13827	Bp	HENE1	ovisari	tibia	0.5	\N	33.7	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M062323	B13828	Bd	HENE1	ovisari	tibia	0.5	\N	24.8	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
