MetricID	BoneID	Measurement	PhaseID	TaxonCode	SkeletalElement	Sex	Castrate	Value	time_added	user_added	time_last_update	user_last_update
M043995	B11266	Bd	DRZ	bostaur	femur	0.5	\N	64.9	\N	\N	2022-06-29 12:36:27	Rscripts@localhost
M044000	B11267	Bd	DRZ	bostaur	femur	0.5	\N	97.8	\N	\N	2022-06-29 12:36:27	Rscripts@localhost
M044005	B11268	Bd	DRZ	bostaur	femur	0.5	\N	84.5	\N	\N	2022-06-29 12:36:27	Rscripts@localhost
M044010	B11269	SD	DRZ	bostaur	humerus	0.5	\N	33.1	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M044016	B11270	SD	DRZ	bostaur	humerus	0.5	\N	41	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M044022	B11271	GL	DRZ	bostaur	metacarpal	0.5	\N	200.8	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M044023	B11271	SD	DRZ	bostaur	metacarpal	0.5	\N	38.4	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M044027	B11272	SD	DRZ	bostaur	metacarpal	0.5	\N	38.6	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M044032	B11273	GL	DRZ	bostaur	metatarsal	0.5	\N	211.8	\N	\N	2022-06-29 12:36:25	Rscripts@localhost
M044038	B11274	Bd	DRZ	bostaur	radius	0.5	\N	63.3	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M044044	B11275	Bd	DRZ	bostaur	radius	0.5	\N	68.9	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M044050	B11276	SD	DRZ	bostaur	tibia	0.5	\N	44.9	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M044055	B11277	SD	DRZ	bostaur	tibia	0.5	\N	49.1	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M044060	B11278	SD	DRZ	bostaur	tibia	0.5	\N	47.6	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M044065	B11279	Bd	DRZ	susscrd	astragalus	0.5	\N	24.2	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M044066	B11279	GLl	DRZ	susscrd	astragalus	0.5	\N	43.2	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M044067	B11279	GLm	DRZ	susscrd	astragalus	0.5	\N	39.5	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M044074	B11280	Bd	DRZ	susscrd	astragalus	0.5	\N	31.4	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M044075	B11280	GLl	DRZ	susscrd	astragalus	0.5	\N	54.3	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M044076	B11280	GLm	DRZ	susscrd	astragalus	0.5	\N	50.4	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M044083	B11281	BM3	DRZ	susscrd	maxilla	0.5	\N	18.2	\N	\N	2022-06-29 12:36:27	Rscripts@localhost
M044084	B11281	LM3	DRZ	susscrd	maxilla	0.5	\N	31.7	\N	\N	2022-06-29 12:36:27	Rscripts@localhost
M044088	B11282	GLP	DRZ	susscrd	scapula	0.5	\N	35.5	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M044089	B11282	LG	DRZ	susscrd	scapula	0.5	\N	31.4	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M044092	B11283	GLP	DRZ	susscrd	scapula	0.5	\N	35.8	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M044093	B11283	LG	DRZ	susscrd	scapula	0.5	\N	32.4	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M044096	B11284	GLP	DRZ	susscrd	scapula	0.5	\N	35.7	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M044097	B11284	LG	DRZ	susscrd	scapula	0.5	\N	32	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M044100	B11285	GL	DRZ	susscrd	tibia	0.5	\N	91.1	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M042366	B11019	GL	MRO	bostaur	calcaneus	0.5	\N	120	\N	\N	2022-06-29 12:36:27	Rscripts@localhost
M042368	B11020	Bd	MRO	bostaur	humerus	0.5	\N	76	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M042369	B11020	BT	MRO	bostaur	humerus	0.5	\N	69	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M042374	B11021	Bd	MRO	bostaur	humerus	0.5	\N	78	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M042380	B11022	BT	MRO	bostaur	humerus	0.5	\N	68	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M042386	B11023	LM3	MRO	bostaur	mandible	0.5	\N	37	\N	\N	2022-06-29 12:36:25	Rscripts@localhost
M042409	B11024	LM3	MRO	bostaur	mandible	0.5	\N	38	\N	\N	2022-06-29 12:36:25	Rscripts@localhost
M042432	B11025	LM3	MRO	bostaur	mandible	0.5	\N	38	\N	\N	2022-06-29 12:36:25	Rscripts@localhost
M042455	B11026	LM3	MRO	bostaur	mandible	0.5	\N	40	\N	\N	2022-06-29 12:36:25	Rscripts@localhost
M042478	B11027	Bd	MRO	bostaur	metacarpal	1	0	54	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M042479	B11027	Bp	MRO	bostaur	metacarpal	1	0	54	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M042480	B11027	GL	MRO	bostaur	metacarpal	1	0	193	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M042481	B11027	SD	MRO	bostaur	metacarpal	1	0	29	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M042483	B11028	Bd	MRO	bostaur	metacarpal	0.5	\N	58	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M042488	B11029	Bp	MRO	bostaur	metatarsal	0.5	\N	49	\N	\N	2022-06-29 12:36:25	Rscripts@localhost
M042494	B11030	Bp	MRO	bostaur	metatarsal	0.5	\N	46	\N	\N	2022-06-29 12:36:25	Rscripts@localhost
M042500	B11031	Bd	MRO	bostaur	metatarsal	0.5	\N	49	\N	\N	2022-06-29 12:36:25	Rscripts@localhost
M042506	B11032	GB	MRO	bostaur	os centrotarsale	0.5	\N	63	\N	\N	2022-06-29 12:36:27	Rscripts@localhost
M042507	B11033	Bd	MRO	bostaur	phalanx 1	0.5	\N	25	\N	\N	2022-07-08 09:38:51	jelena@localhost
M042508	B11033	Bp	MRO	bostaur	phalanx 1	0.5	\N	25.5	\N	\N	2022-07-08 09:38:51	jelena@localhost
M042509	B11033	GLpe	MRO	bostaur	phalanx 1	0.5	\N	54	\N	\N	2022-07-08 09:38:51	jelena@localhost
M042510	B11033	SD	MRO	bostaur	phalanx 1	0.5	\N	21	\N	\N	2022-07-08 09:38:51	jelena@localhost
M042514	B11034	Bd	MRO	bostaur	phalanx 1	0.5	\N	25	\N	\N	2022-07-08 09:38:51	jelena@localhost
M042515	B11034	GLpe	MRO	bostaur	phalanx 1	0.5	\N	55.5	\N	\N	2022-07-08 09:38:51	jelena@localhost
M042516	B11034	SD	MRO	bostaur	phalanx 1	0.5	\N	25	\N	\N	2022-07-08 09:38:51	jelena@localhost
M042521	B11035	Bd	MRO	bostaur	phalanx 2	0.5	\N	22.5	\N	\N	2024-09-27 14:59:04	robert@localhost
M042522	B11035	Bp	MRO	bostaur	phalanx 2	0.5	\N	27	\N	\N	2024-09-27 14:59:04	robert@localhost
M042523	B11035	GLpe	MRO	bostaur	phalanx 2	0.5	\N	37	\N	\N	2024-09-27 14:59:04	robert@localhost
M042524	B11035	SD	MRO	bostaur	phalanx 2	0.5	\N	20.5	\N	\N	2024-09-27 14:59:04	robert@localhost
M042528	B11036	Bd	MRO	bostaur	radius	0.5	\N	72	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M042529	B11036	Bp	MRO	bostaur	radius	0.5	\N	84	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M042530	B11036	GL	MRO	bostaur	radius	0.5	\N	262	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M042531	B11036	SD	MRO	bostaur	radius	0.5	\N	42	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M042534	B11037	Bd	MRO	bostaur	radius	0.5	\N	88	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M042540	B11038	BG	MRO	bostaur	scapula	0.5	\N	44	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M042541	B11038	LG	MRO	bostaur	scapula	0.5	\N	50	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M042542	B11038	SLC	MRO	bostaur	scapula	0.5	\N	52	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M042545	B11039	SLC	MRO	bostaur	scapula	0.5	\N	56	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M042550	B11040	Bd	MRO	bostaur	tibia	0.5	\N	64	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M042555	B11041	Bp	MRO	bostaur	tibia	0.5	\N	104	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M042560	B11042	GL	MRO	canifam	astragalus	0.5	\N	23	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M042569	B11043	GB	MRO	canifam	calcaneus	0.5	\N	15	\N	\N	2022-06-29 12:36:27	Rscripts@localhost
M042570	B11043	GL	MRO	canifam	calcaneus	0.5	\N	40	\N	\N	2022-06-29 12:36:27	Rscripts@localhost
M042571	B11044	Bp	MRO	canifam	radius	0.5	\N	17.8	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M042577	B11045	LM3	MRO	caprhir	mandible	0.5	\N	23	\N	\N	2022-06-29 12:36:25	Rscripts@localhost
M042600	B11046	Bp	MRO	caprhir	radius	0.5	\N	30	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M042606	B11047	Bd	MRO	ovisari	metacarpal	0.5	\N	24	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M042607	B11047	SD	MRO	ovisari	metacarpal	0.5	\N	12	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M042611	B11048	Bd	MRO	ovisari	radius	0.5	\N	27.5	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M042612	B11048	Bp	MRO	ovisari	radius	0.5	\N	30	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M042613	B11048	GL	MRO	ovisari	radius	0.5	\N	140	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M042614	B11048	SD	MRO	ovisari	radius	0.5	\N	14.5	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M042617	B11049	Bd	MRO	ovisari	tibia	0.5	\N	26	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M042622	B11050	Bp	MRO	susscrd	femur	0.5	\N	62	\N	\N	2022-06-29 12:36:27	Rscripts@localhost
M042627	B11051	Bd	MRO	susscrd	humerus	0.5	\N	41	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M042628	B11051	BT	MRO	susscrd	humerus	0.5	\N	35	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M042633	B11052	Bd	MRO	susscrd	metacarpal 4	0.5	\N	16	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M042634	B11052	Bp	MRO	susscrd	metacarpal 4	0.5	\N	19	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M042635	B11052	GL	MRO	susscrd	metacarpal 4	0.5	\N	75	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M042636	B11052	SD	MRO	susscrd	metacarpal 4	0.5	\N	13	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M042637	B11053	Bd	MRO	susscrd	radius	0.5	\N	35	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M042643	B11054	Bd	MRO	susscrd	tibia	0.5	\N	31.5	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M042648	B11055	Bd	MRO	susscrd	tibia	0.5	\N	30	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M093653	B18797	Bd	RAT	bostaur	astragalus	0.5	\N	50.5	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M093654	B18797	GLl	RAT	bostaur	astragalus	0.5	\N	76	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M093655	B18797	GLm	RAT	bostaur	astragalus	0.5	\N	69.5	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M093656	B18797	Dl	RAT	bostaur	astragalus	0.5	\N	43	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M093657	B18797	Dm	RAT	bostaur	astragalus	0.5	\N	45	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M093662	B18798	Bd	RAT	bostaur	astragalus	0.5	\N	46.5	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M093663	B18798	GLl	RAT	bostaur	astragalus	0.5	\N	73.5	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M093664	B18798	GLm	RAT	bostaur	astragalus	0.5	\N	67	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M093665	B18798	Dl	RAT	bostaur	astragalus	0.5	\N	41.5	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M093666	B18798	Dm	RAT	bostaur	astragalus	0.5	\N	42.5	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M093671	B18799	Bd	RAT	bostaur	astragalus	0.5	\N	43.5	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M093672	B18799	GLl	RAT	bostaur	astragalus	0.5	\N	70	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M093673	B18799	GLm	RAT	bostaur	astragalus	0.5	\N	63	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M093674	B18799	Dl	RAT	bostaur	astragalus	0.5	\N	38.5	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M093675	B18799	Dm	RAT	bostaur	astragalus	0.5	\N	39.5	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M093680	B18800	GB	RAT	bostaur	calcaneus	0.5	\N	48	\N	\N	2022-06-29 12:36:27	Rscripts@localhost
M093681	B18800	GL	RAT	bostaur	calcaneus	0.5	\N	139	\N	\N	2022-06-29 12:36:27	Rscripts@localhost
M093682	B18801	Bd	RAT	bostaur	femur	0.5	\N	94	\N	\N	2022-06-29 12:36:27	Rscripts@localhost
M093687	B18802	DC	RAT	bostaur	femur	0.5	\N	51	\N	\N	2022-06-29 12:36:27	Rscripts@localhost
M093692	B18803	DC	RAT	bostaur	femur	0.5	\N	46.5	\N	\N	2022-06-29 12:36:27	Rscripts@localhost
M093697	B18804	Bd	RAT	bostaur	humerus	0.5	\N	85	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M093704	B18805	Bd	RAT	bostaur	metacarpal	\N	0.5	68.5	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M093709	B18806	Bp	RAT	bostaur	metacarpal	1	0	59.5	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M093714	B18807	Bp	RAT	bostaur	metacarpal	1	0	61	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M093719	B18808	Bd	RAT	bostaur	metacarpal	0.25	\N	70.5	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M093724	B18809	Bp	RAT	bostaur	metatarsal	1	0	56	\N	\N	2022-06-29 12:36:25	Rscripts@localhost
M093730	B18810	Bp	RAT	bostaur	metatarsal	1	0	52	\N	\N	2022-06-29 12:36:25	Rscripts@localhost
M093736	B18811	Bd	RAT	bostaur	metatarsal	1	0	61	\N	\N	2022-06-29 12:36:25	Rscripts@localhost
M093742	B18812	Bd	RAT	bostaur	metatarsal	1	0	64	\N	\N	2022-06-29 12:36:25	Rscripts@localhost
M093748	B18813	Bd	RAT	bostaur	metatarsal	1	0	64	\N	\N	2022-06-29 12:36:25	Rscripts@localhost
M093754	B18814	Bd	RAT	bostaur	metatarsal	1	0	63.5	\N	\N	2022-06-29 12:36:25	Rscripts@localhost
M093760	B18815	GB	RAT	bostaur	os centroquartale	0.5	\N	52.5	\N	\N	2022-06-29 12:36:27	Rscripts@localhost
M093761	B18816	GD	RAT	bostaur	horncore	1	0	56	\N	\N	2022-07-08 09:35:49	jelena@localhost
M093762	B18816	Ld	RAT	bostaur	horncore	1	0	49.5	\N	\N	2022-07-08 09:35:49	jelena@localhost
M093770	B18817	GD	RAT	bostaur	horncore	1	0	56.5	\N	\N	2022-07-08 09:35:49	jelena@localhost
M093771	B18817	Ld	RAT	bostaur	horncore	1	0	48	\N	\N	2022-07-08 09:35:49	jelena@localhost
M093779	B18818	GLpe	RAT	bostaur	phalanx 1	0.5	\N	69	\N	\N	2022-07-08 09:38:51	jelena@localhost
M093786	B18819	GLpe	RAT	bostaur	phalanx 1	0.5	\N	69	\N	\N	2022-07-08 09:38:51	jelena@localhost
M093793	B18820	Bd	RAT	bostaur	phalanx 1: anterior	0.5	\N	30	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M093794	B18820	Bp	RAT	bostaur	phalanx 1: anterior	0.5	\N	39	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M093795	B18820	GLpe	RAT	bostaur	phalanx 1: anterior	0.5	\N	62	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M093796	B18820	SD	RAT	bostaur	phalanx 1: anterior	0.5	\N	26.5	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M093801	B18821	DLS	RAT	bostaur	PH3	0.5	\N	76.5	\N	\N	2022-06-29 12:36:27	Rscripts@localhost
M093802	B18821	Ld	RAT	bostaur	PH3	0.5	\N	60.5	\N	\N	2022-06-29 12:36:27	Rscripts@localhost
M093803	B18821	MBS	RAT	bostaur	PH3	0.5	\N	25.5	\N	\N	2022-06-29 12:36:27	Rscripts@localhost
M093806	B18822	MBS	RAT	bostaur	PH3	0.5	\N	29	\N	\N	2022-06-29 12:36:27	Rscripts@localhost
M093811	B18823	Bd	RAT	bostaur	tibia	0.5	\N	71.5	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M093816	B18824	Bd	RAT	bostaur	tibia	0.5	\N	71	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M093821	B18825	Bd	RAT	bostaur	tibia	0.5	\N	64.5	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M093826	B18826	BM3	RAT	susscrd	mandible	0.5	\N	15	\N	\N	2022-06-29 12:36:25	Rscripts@localhost
M093827	B18826	LM3	RAT	susscrd	mandible	0.5	\N	28.5	\N	\N	2022-06-29 12:36:25	Rscripts@localhost
M093828	B18826	LMR	RAT	susscrd	mandible	0.5	\N	61.5	\N	\N	2022-06-29 12:36:25	Rscripts@localhost
M093849	B18827	BM3	RAT	susscrd	mandible	0.5	\N	15	\N	\N	2022-06-29 12:36:25	Rscripts@localhost
M093850	B18827	LM3	RAT	susscrd	mandible	0.5	\N	32.5	\N	\N	2022-06-29 12:36:25	Rscripts@localhost
M093872	B18828	BM3	RAT	susscrd	mandible	0.5	\N	14.5	\N	\N	2022-06-29 12:36:25	Rscripts@localhost
M093873	B18828	LM3	RAT	susscrd	mandible	0.5	\N	33	\N	\N	2022-06-29 12:36:25	Rscripts@localhost
M093895	B18829	BM3	RAT	susscrd	mandible	0.5	\N	15	\N	\N	2022-06-29 12:36:25	Rscripts@localhost
M093896	B18829	LM3	RAT	susscrd	mandible	0.5	\N	30.5	\N	\N	2022-06-29 12:36:25	Rscripts@localhost
M093918	B18830	BM3	RAT	susscrd	mandible	0.5	\N	15.5	\N	\N	2022-06-29 12:36:25	Rscripts@localhost
M093919	B18830	LM3	RAT	susscrd	mandible	0.5	\N	35	\N	\N	2022-06-29 12:36:25	Rscripts@localhost
M093941	B18831	BM3	RAT	susscrd	mandible	0.5	\N	14	\N	\N	2022-06-29 12:36:25	Rscripts@localhost
M093942	B18831	LM3	RAT	susscrd	mandible	0.5	\N	31	\N	\N	2022-06-29 12:36:25	Rscripts@localhost
M093964	B18832	Bd	RAT	susscrd	phalanx 1	0.5	\N	7	\N	\N	2022-07-08 09:38:51	jelena@localhost
M093965	B18832	Bp	RAT	susscrd	phalanx 1	0.5	\N	8	\N	\N	2022-07-08 09:38:51	jelena@localhost
M093966	B18832	GLpe	RAT	susscrd	phalanx 1	0.5	\N	24.5	\N	\N	2022-07-08 09:38:51	jelena@localhost
M093967	B18832	SD	RAT	susscrd	phalanx 1	0.5	\N	4	\N	\N	2022-07-08 09:38:51	jelena@localhost
M093972	B18833	DLS	RAT	susscrd	PH3	0.5	\N	27	\N	\N	2022-06-29 12:36:27	Rscripts@localhost
M093973	B18833	Ld	RAT	susscrd	PH3	0.5	\N	26	\N	\N	2022-06-29 12:36:27	Rscripts@localhost
M093974	B18833	MBS	RAT	susscrd	PH3	0.5	\N	10	\N	\N	2022-06-29 12:36:27	Rscripts@localhost
M093977	B18834	BG	RAT	susscrd	scapula	0.5	\N	24.5	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M093978	B18834	GLP	RAT	susscrd	scapula	0.5	\N	37	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M093979	B18834	SLC	RAT	susscrd	scapula	0.5	\N	23.5	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M093980	B18834	LG	RAT	susscrd	scapula	0.5	\N	31	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M093982	B18835	SLC	RAT	susscrd	scapula	0.5	\N	23.5	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M093987	B18836	Bd	RAT	susscrd	tibia	0.5	\N	32.5	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M093992	B18837	Bd	RAT	susscrf	humerus	0.5	\N	48	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M093993	B18837	BT	RAT	susscrf	humerus	0.5	\N	35.5	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M097591	B19346	Bp	LSMII	bosprim	radius	0.5	\N	97	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M097597	B19347	Bd	LSMII	bostaur	astragalus	0.5	\N	48.5	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M097598	B19347	GLl	LSMII	bostaur	astragalus	0.5	\N	76	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M097606	B19348	Bp	LSMII	bostaur	metacarpal	0.5	\N	71	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M097611	B19349	Bd	LSMII	bostaur	metacarpal	0.5	\N	73	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M097612	B19349	Dd	LSMII	bostaur	metacarpal	0.5	\N	38.5	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M097613	B19349	SD	LSMII	bostaur	metacarpal	0.5	\N	41.5	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M097617	B19350	Bp	LSMII	bostaur	metatarsal	0.5	\N	54.5	\N	\N	2022-06-29 12:36:25	Rscripts@localhost
M097618	B19350	Dp	LSMII	bostaur	metatarsal	0.5	\N	49	\N	\N	2022-06-29 12:36:25	Rscripts@localhost
M097624	B19351	Bp	LSMII	bostaur	metatarsal	0.5	\N	53	\N	\N	2022-06-29 12:36:25	Rscripts@localhost
M097625	B19351	Dp	LSMII	bostaur	metatarsal	0.5	\N	52	\N	\N	2022-06-29 12:36:25	Rscripts@localhost
M097626	B19351	SD	LSMII	bostaur	metatarsal	0.5	\N	31	\N	\N	2022-06-29 12:36:25	Rscripts@localhost
M097631	B19352	Dp	LSMII	bostaur	metatarsal	0.5	\N	54	\N	\N	2022-06-29 12:36:25	Rscripts@localhost
M097632	B19352	SD	LSMII	bostaur	metatarsal	0.5	\N	32	\N	\N	2022-06-29 12:36:25	Rscripts@localhost
M097638	B19353	Bp	LSMII	bostaur	phalanx 1	0.5	\N	34.5	\N	\N	2022-07-08 09:38:51	jelena@localhost
M097646	B19354	Dp	LSMII	bostaur	phalanx 2	0.5	\N	34	\N	\N	2024-09-27 14:59:04	robert@localhost
M097647	B19354	GLpe	LSMII	bostaur	phalanx 2	0.5	\N	45.5	\N	\N	2024-09-27 14:59:04	robert@localhost
M097654	B19355	BG	LSMII	bostaur	scapula	0.5	\N	69.5	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M097655	B19355	GLP	LSMII	bostaur	scapula	0.5	\N	45	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M097656	B19355	SLC	LSMII	bostaur	scapula	0.5	\N	23	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M097659	B19356	Bd	LSMII	bostaur	tibia	0.5	\N	71.5	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M097660	B19356	Dd	LSMII	bostaur	tibia	0.5	\N	53	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M097665	B19357	Bd	LSMII	susscrd	astragalus	0.5	\N	22	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M097666	B19357	GLl	LSMII	susscrd	astragalus	0.5	\N	43	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M097674	B19358	Bd	LSMII	susscrd	astragalus	0.5	\N	24	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M097675	B19358	GLl	LSMII	susscrd	astragalus	0.5	\N	41.7	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M097683	B19359	Bd	LSMII	susscrd	astragalus	0.5	\N	25.3	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M097684	B19359	GLl	LSMII	susscrd	astragalus	0.5	\N	41.8	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M097692	B19360	Bd	LSMII	susscrd	humerus	0.5	\N	39.5	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M097698	B19361	Bd	LSMII	susscrd	metacarpal 4	0.5	\N	16.5	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M097699	B19361	GL	LSMII	susscrd	metacarpal 4	0.5	\N	89.5	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M097700	B19362	Bp	LSMII	susscrd	phalanx 1	0.5	\N	18	\N	\N	2022-07-08 09:38:51	jelena@localhost
M097701	B19362	GLpe	LSMII	susscrd	phalanx 1	0.5	\N	41	\N	\N	2022-07-08 09:38:51	jelena@localhost
M097707	B19363	Bp	LSMII	susscrd	phalanx 1	0.5	\N	18.7	\N	\N	2022-07-08 09:38:51	jelena@localhost
M097708	B19363	GLpe	LSMII	susscrd	phalanx 1	0.5	\N	44	\N	\N	2022-07-08 09:38:51	jelena@localhost
M097714	B19364	Bp	LSMII	susscrd	phalanx 1	0.5	\N	18.7	\N	\N	2022-07-08 09:38:51	jelena@localhost
M097715	B19364	GLpe	LSMII	susscrd	phalanx 1	0.5	\N	41	\N	\N	2022-07-08 09:38:51	jelena@localhost
M097721	B19365	Bp	LSMII	susscrd	phalanx 1	0.5	\N	17.5	\N	\N	2022-07-08 09:38:51	jelena@localhost
M097722	B19365	GLpe	LSMII	susscrd	phalanx 1	0.5	\N	38	\N	\N	2022-07-08 09:38:51	jelena@localhost
M097728	B19366	Bp	LSMII	susscrd	phalanx 2	0.5	\N	18	\N	\N	2024-09-27 14:59:04	robert@localhost
M097729	B19366	GLpe	LSMII	susscrd	phalanx 2	0.5	\N	31.8	\N	\N	2024-09-27 14:59:04	robert@localhost
M097735	B19367	Bp	LSMII	susscrd	phalanx 2	0.5	\N	15.7	\N	\N	2024-09-27 14:59:04	robert@localhost
M097736	B19367	GLpe	LSMII	susscrd	phalanx 2	0.5	\N	24.6	\N	\N	2024-09-27 14:59:04	robert@localhost
M097742	B19368	Bp	LSMII	susscrd	phalanx 2	0.5	\N	18.3	\N	\N	2024-09-27 14:59:04	robert@localhost
M097743	B19368	GLpe	LSMII	susscrd	phalanx 2	0.5	\N	28.5	\N	\N	2024-09-27 14:59:04	robert@localhost
M097749	B19369	Bp	LSMII	susscrd	phalanx 2	0.5	\N	17.1	\N	\N	2024-09-27 14:59:04	robert@localhost
